sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Others suppose they would be looked at as having a wife that is "" too strong "".","Others suppose they would be looked at as having a wife that is "" too strong "".",Others,,0,suppose,suppose,,none,Others suppose,Others suppose they would be looked at as having,32.9616162776947,14.937173843383789
"One sociologist Sushma Tulzhapurkar called this a shift in Indian society , saying that a decade ago , "" it was an unheard concept and not to mention socially unacceptable for men to give up their jobs and remain at home.","One sociologist Sushma Tulzhapurkar called this a shift in Indian society , saying a decade ago , "" it was an unheard concept and not to mention socially unacceptable for men to give up their jobs and remain at home.","One sociologist Sushma Tulzhapurkar called this a shift in Indian society ,",,0,say,saying,,that,"One sociologist Sushma Tulzhapurkar called this a shift in Indian society , saying","One sociologist Sushma Tulzhapurkar called this a shift in Indian society , saying a decade ago , "" it was",33.649257838726044,3.9973244667053223
"According to the same paper , in 2007 , recent figures from the Office for National Statistics showed more than 200 @,@ 000 fathers chose to stay at home and be the primary caregiver for their children.","According to the same paper , in 2007 , recent figures from the Office for National Statistics showed more than 200 @,@ 000 fathers chose to stay at home and be the primary caregiver for their children.","According to the same paper , in 2007 , recent figures from the Office for National Statistics",,0,show,showed,,none,"According to the same paper , in 2007 , recent figures from the Office for National Statistics showed","According to the same paper , in 2007 , recent figures from the Office for National Statistics showed more than 200 @,@ 000 fathers chose",102.15284264087677,1.4958648681640625
Jennings would later say that Tristan had been mistreated as a yearling before his arrival at Newmarket and this explained his well @-@ known temperament problems.,Jennings would later say Tristan had been mistreated as a yearling before his arrival at Newmarket and this explained his well @-@ known temperament problems.,Jennings would later,,0,say,say,,that,Jennings would later say,Jennings would later say Tristan had been mistreated as a yearling,70.34295213222504,2.5129730701446533
"Meginness ( 1892 ) wrote that "" Plunkett 's Creek township , on account of its dashing mountain streams of pure water , has always been a favorite place for trout fishing.","Meginness ( 1892 ) wrote "" Plunkett 's Creek township , on account of its dashing mountain streams of pure water , has always been a favorite place for trout fishing.",Meginness ( 1892 ),,0,write,wrote,,that,Meginness ( 1892 ) wrote,"Meginness ( 1892 ) wrote "" Plunkett 's Creek township , on",80.9150076508522,8.633523941040039
"His family became prominent in Barbours , and in 1997 , his 86 @-@ year @-@ old granddaughter , Virdie Scaife Houser Landon , recalled that in her childhood "" every family that had 15 cents to their name had a sawmill for cutting lumber.","His family became prominent in Barbours , and in 1997 , his 86 @-@ year @-@ old granddaughter , Virdie Scaife Houser Landon , recalled in her childhood "" every family that had 15 cents to their name had a sawmill for cutting lumber.","His family became prominent in Barbours , and in 1997 , his 86 @-@ year @-@ old granddaughter , Virdie Scaife Houser Landon ,",,0,recall,recalled,,that,"His family became prominent in Barbours , and in 1997 , his 86 @-@ year @-@ old granddaughter , Virdie Scaife Houser Landon , recalled","His family became prominent in Barbours , and in 1997 , his 86 @-@ year @-@ old granddaughter , Virdie Scaife Houser Landon , recalled in her childhood "" every family that",49.70264720916748,12.365421295166016
"Proctor was brought to the area by William Stone of Standing Stone Township in Bradford County , who knew the area was "" one vast tract of hemlock timber "".","Proctor was brought to the area by William Stone of Standing Stone Township in Bradford County , who knew the area was "" one vast tract of hemlock timber "".","Proctor was brought to the area by William Stone of Standing Stone Township in Bradford County , who",,0,know,knew,,none,"Proctor was brought to the area by William Stone of Standing Stone Township in Bradford County , who knew","Proctor was brought to the area by William Stone of Standing Stone Township in Bradford County , who knew the area was "" one vast tract",54.34791922569275,7.651325225830078
"Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season said "" I 've had some stick from a small number of fans , but hopefully I can prove them wrong.","Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season said "" I 've had some stick from a small number of fans , but hopefully I can prove them wrong.","Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season",,0,say,said,,none,"Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season said","Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season said "" I 've had some stick from",56.227794766426086,10.71483325958252
"Manager Alan Little claimed some clubs were making illegal approaches for the player , and that this was having a detrimental effect on his performances.","Manager Alan Little claimed some clubs were making illegal approaches for the player , and that this was having a detrimental effect on his performances.",Manager Alan Little,,0,claim,claimed,,none,Manager Alan Little claimed,Manager Alan Little claimed some clubs were making illegal approaches for,53.698442697525024,10.739421844482422
"Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received from any club.","Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received from any club.",Preston North End manager David Moyes,,0,claim,claimed,,none,Preston North End manager David Moyes claimed,Preston North End manager David Moyes claimed his club had a bid of more,31.858036756515503,8.653939247131348
"Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received from any club.","Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received from any club.","Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this ,",,0,say,saying,,none,"Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying","Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received",25.75402945280075,3.3199524879455566
"Cresswell drew praise from manager Billy Davies during the 2004 – 05 season , "" Richard is very capable of that and it is important that we keep creating chances for Cressy as we know that he will put the ball in the back of the net "" , although he admitted the team were over reliant on Cresswell 's goals.","Cresswell drew praise from manager Billy Davies during the 2004 – 05 season , "" Richard is very capable of that and it is important that we keep creating chances for Cressy as we know he will put the ball in the back of the net "" , although he admitted the team were over reliant on Cresswell 's goals.","Cresswell drew praise from manager Billy Davies during the 2004 – 05 season , "" Richard is very capable of that and it is important that we keep creating chances for Cressy as we",,0,know,know,,that,"Cresswell drew praise from manager Billy Davies during the 2004 – 05 season , "" Richard is very capable of that and it is important that we keep creating chances for Cressy as we know","Cresswell drew praise from manager Billy Davies during the 2004 – 05 season , "" Richard is very capable of that and it is important that we keep creating chances for Cressy as we know he will put the ball in the",19.122678637504578,6.101710319519043
"However , he was sent off in the 2 – 0 win in the second leg , meaning he was suspended for the 2006 Championship play @-@ off Final , which Leeds lost 3 – 0 to Watford at the Millennium Stadium.","However , he was sent off in the 2 – 0 win in the second leg , meaning he was suspended for the 2006 Championship play @-@ off Final , which Leeds lost 3 – 0 to Watford at the Millennium Stadium.","However , he was sent off in the 2 – 0 win in the second leg ,",,0,mean,meaning,,none,"However , he was sent off in the 2 – 0 win in the second leg , meaning","However , he was sent off in the 2 – 0 win in the second leg , meaning he was suspended for the 2006 Championship",37.29267907142639,6.313022136688232
"He was quoted as saying he enjoyed playing as a winger , saying "" I do my best , and I am quite a fit lad so I get through quite a bit of mileage "".","He was quoted as saying he enjoyed playing as a winger , saying "" I do my best , and I am quite a fit lad so I get through quite a bit of mileage "".",He was quoted as,,0,say,saying,,none,He was quoted as saying,"He was quoted as saying he enjoyed playing as a winger ,",47.19079887866974,0.08708033710718155
"He was quoted as saying he enjoyed playing as a winger , saying "" I do my best , and I am quite a fit lad so I get through quite a bit of mileage "".","He was quoted as saying he enjoyed playing as a winger , saying "" I do my best , and I am quite a fit lad so I get through quite a bit of mileage "".",He was quoted as,,0,say,saying,,none,He was quoted as saying,"He was quoted as saying he enjoyed playing as a winger ,",47.19079887866974,0.08708033710718155
"In July 2013 new United manager David Weir stated that Cresswell would be leaving the club , before he signed for York permanently on a one @-@ year contract on 16 July 2013.","In July 2013 new United manager David Weir stated Cresswell would be leaving the club , before he signed for York permanently on a one @-@ year contract on 16 July 2013.",In July 2013 new United manager David Weir,,0,state,stated,,that,In July 2013 new United manager David Weir stated,"In July 2013 new United manager David Weir stated Cresswell would be leaving the club ,",44.924294143915176,9.016512870788574
"A contemporary biographer of Wilfrid , Stephen of Ripon , says that Theodore had wished for Wilfrid to succeed Theodore at Canterbury.","A contemporary biographer of Wilfrid , Stephen of Ripon , says Theodore had wished for Wilfrid to succeed Theodore at Canterbury.","A contemporary biographer of Wilfrid , Stephen of Ripon ,",,0,say,says,,that,"A contemporary biographer of Wilfrid , Stephen of Ripon , says","A contemporary biographer of Wilfrid , Stephen of Ripon , says Theodore had wished for Wilfrid to succeed",58.51102090452332,7.23218635097146
Berhtwald went to the continent for consecration probably because he feared that his election was not supported by all of the kings and bishops.,Berhtwald went to the continent for consecration probably because he feared his election was not supported by all of the kings and bishops.,Berhtwald went to the continent for consecration probably because he,,0,fear,feared,,that,Berhtwald went to the continent for consecration probably because he feared,Berhtwald went to the continent for consecration probably because he feared his election was not supported by all,44.6077239215374,7.030322641134262
"Bede also mentions that Berhtwald consecrated a number of bishops , including Tobias as Bishop of Rochester.","Bede also mentions Berhtwald consecrated a number of bishops , including Tobias as Bishop of Rochester.",Bede also,,0,mention,mentions,,that,Bede also mentions,"Bede also mentions Berhtwald consecrated a number of bishops ,",97.23616655776277,8.160503387451172
"From his results , he deduced that xenon gas could serve as an anesthetic.","From his results , he deduced xenon gas could serve as an anesthetic.","From his results , he",,0,deduce,deduced,,that,"From his results , he deduced","From his results , he deduced xenon gas could serve as an anesthetic.",63.2215636074543,11.03059047460556
"Since O2 and xenon have almost the same first ionization potential , Bartlett realized that platinum hexafluoride might also be able to oxidize xenon.","Since O2 and xenon have almost the same first ionization potential , Bartlett realized platinum hexafluoride might also be able to oxidize xenon.","Since O2 and xenon have almost the same first ionization potential , Bartlett",,0,realize,realized,,that,"Since O2 and xenon have almost the same first ionization potential , Bartlett realized","Since O2 and xenon have almost the same first ionization potential , Bartlett realized platinum hexafluoride might also be able to",53.98458804003894,11.827888488769531
"Bartlett thought its composition to be Xe + [ PtF6 ] − , although later work has revealed that it was probably a mixture of various xenon @-@ containing salts.","Bartlett thought its composition to be Xe + [ PtF6 ] − , although later work has revealed it was probably a mixture of various xenon @-@ containing salts.","Bartlett thought its composition to be Xe + [ PtF6 ] − , although later work has",,0,reveal,revealed,,that,"Bartlett thought its composition to be Xe + [ PtF6 ] − , although later work has revealed","Bartlett thought its composition to be Xe + [ PtF6 ] − , although later work has revealed it was probably a mixture of various",32.28433720767498,6.565361022949219
He inferred that this was a decay product of radioactive iodine @-@ 129.,He inferred this was a decay product of radioactive iodine @-@ 129.,He,,0,infer,inferred,,that,He inferred,He inferred this was a decay product of radioactive,48.80877298116684,18.456443786621094
"As the half @-@ life of 129I is comparatively short on a cosmological time scale , only 16 million years , this demonstrated that only a short time had passed between the supernova and the time the meteorites had solidified and trapped the 129I.","As the half @-@ life of 129I is comparatively short on a cosmological time scale , only 16 million years , this demonstrated only a short time had passed between the supernova and the time the meteorites had solidified and trapped the 129I.","As the half @-@ life of 129I is comparatively short on a cosmological time scale , only 16 million years , this",,0,demonstrate,demonstrated,,that,"As the half @-@ life of 129I is comparatively short on a cosmological time scale , only 16 million years , this demonstrated","As the half @-@ life of 129I is comparatively short on a cosmological time scale , only 16 million years , this demonstrated only a short time had passed between",41.19698369503021,16.791845321655273
"As this isotope is generated by radioactive decay , the result may indicate that Mars lost most of its primordial atmosphere , possibly within the first 100 million years after the planet was formed.","As this isotope is generated by radioactive decay , the result may indicate Mars lost most of its primordial atmosphere , possibly within the first 100 million years after the planet was formed.","As this isotope is generated by radioactive decay , the result may",,0,indicate,indicate,,that,"As this isotope is generated by radioactive decay , the result may indicate","As this isotope is generated by radioactive decay , the result may indicate Mars lost most of its primordial atmosphere",53.0913005778566,7.661020755767822
Theoretical calculations indicate that the linear molecule XeCl.,Theoretical calculations indicate the linear molecule XeCl.,Theoretical calculations,,0,indicate,indicate,,that,Theoretical calculations indicate,Theoretical calculations indicate the linear molecule XeCl.,72.86038827896118,6.800821304321289
"In 1962 , a group of researchers at Bell Laboratories discovered laser action in xenon , and later found that the laser gain was improved by adding helium to the lasing medium.","In 1962 , a group of researchers at Bell Laboratories discovered laser action in xenon , and later found the laser gain was improved by adding helium to the lasing medium.","In 1962 , a group of researchers at Bell Laboratories discovered laser action in xenon , and later",,0,find,found,,that,"In 1962 , a group of researchers at Bell Laboratories discovered laser action in xenon , and later found","In 1962 , a group of researchers at Bell Laboratories discovered laser action in xenon , and later found the laser gain was improved by adding",48.38254797458649,4.367979526519775
"Cristina Álvarez Rodríguez , Evita 's great @-@ niece , claims that Evita has never left the collective consciousness of Argentines.","Cristina Álvarez Rodríguez , Evita 's great @-@ niece , claims Evita has never left the collective consciousness of Argentines.","Cristina Álvarez Rodríguez , Evita 's great @-@ niece ,",,0,claim,claims,,that,"Cristina Álvarez Rodríguez , Evita 's great @-@ niece , claims","Cristina Álvarez Rodríguez , Evita 's great @-@ niece , claims Evita has never left the collective consciousness",59.068221017718315,13.336259841918945
"Cristina Fernández de Kirchner , the first elected female President of Argentina , claims that women of her generation owe a debt to Eva for "" her example of passion and combativeness "".","Cristina Fernández de Kirchner , the first elected female President of Argentina , claims women of her generation owe a debt to Eva for "" her example of passion and combativeness "".","Cristina Fernández de Kirchner , the first elected female President of Argentina ,",,0,claim,claims,,that,"Cristina Fernández de Kirchner , the first elected female President of Argentina , claims","Cristina Fernández de Kirchner , the first elected female President of Argentina , claims women of her generation owe a debt",36.14394223690033,11.758028984069824
"According to Junín 's civil registry , a birth certificate shows that one María Eva Duarte was born on 7 May 1922.","According to Junín 's civil registry , a birth certificate shows one María Eva Duarte was born on 7 May 1922.","According to Junín 's civil registry , a birth certificate",,0,show,shows,,that,"According to Junín 's civil registry , a birth certificate shows","According to Junín 's civil registry , a birth certificate shows one María Eva Duarte was born on",53.00810205936432,7.628367900848389
"Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document declaring that the children were his , thus enabling them to use the Duarte surname.","Biographer , John Barnes , writes after this abandonment , all Duarte left to the family was a document declaring that the children were his , thus enabling them to use the Duarte surname.","Biographer , John Barnes ,",,0,write,writes,,that,"Biographer , John Barnes , writes","Biographer , John Barnes , writes after this abandonment , all Duarte left",93.60704469680786,9.822632789611816
"Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document declaring that the children were his , thus enabling them to use the Duarte surname.","Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document declaring the children were his , thus enabling them to use the Duarte surname.","Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document",,0,declare,declaring,,that,"Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document declaring","Biographer , John Barnes , writes that after this abandonment , all Duarte left to the family was a document declaring the children were his , thus enabling",44.88086700439453,12.556119918823242
"In her autobiography , she explained that all the people from her own town who had been to the big cities described them as "" marvelous places , where nothing was given but wealth "".","In her autobiography , she explained all the people from her own town who had been to the big cities described them as "" marvelous places , where nothing was given but wealth "".","In her autobiography , she",,0,explain,explained,,that,"In her autobiography , she explained","In her autobiography , she explained all the people from her own town",47.054248213768005,7.793498516082764
It is often reported that Eva traveled to Buenos Aires by train with tango singer Agustín Magaldi.,It is often reported Eva traveled to Buenos Aires by train with tango singer Agustín Magaldi.,It is often,,0,report,reported,,that,It is often reported,It is often reported Eva traveled to Buenos Aires by train,60.38914642785676,5.906857967376709
"However , biographers Marysa Navarro and Nicholas Fraser maintain that this is unlikely , as there is no record of the married Magaldi performing in Junín in 1934 ( and , even if he had , he usually traveled with his wife ).","However , biographers Marysa Navarro and Nicholas Fraser maintain this is unlikely , as there is no record of the married Magaldi performing in Junín in 1934 ( and , even if he had , he usually traveled with his wife ).","However , biographers Marysa Navarro and Nicholas Fraser",,0,maintain,maintain,,that,"However , biographers Marysa Navarro and Nicholas Fraser maintain","However , biographers Marysa Navarro and Nicholas Fraser maintain this is unlikely , as there is",33.987830460071564,9.626208305358887
Eva 's sisters maintain that Eva traveled to Buenos Aires with their mother.,Eva 's sisters maintain Eva traveled to Buenos Aires with their mother.,Eva 's sisters,,0,maintain,maintain,,that,Eva 's sisters maintain,Eva 's sisters maintain Eva traveled to Buenos Aires with their,51.49219587055268,14.653650283813477
"The sisters also claim that Doña Juana accompanied her daughter to an audition at a radio station and arranged for Eva to live with the Bustamante family , who were friends of the Duarte family.","The sisters also claim Doña Juana accompanied her daughter to an audition at a radio station and arranged for Eva to live with the Bustamante family , who were friends of the Duarte family.",The sisters also,,0,claim,claim,,that,The sisters also claim,The sisters also claim Doña Juana accompanied her daughter to an,68.30049085617065,6.536268711090088
"Pablo Raccioppi , who jointly ran Radio El Mundo with Eva Duarte , is said to have not liked her , but to have noted that she was "" thoroughly dependable "".","Pablo Raccioppi , who jointly ran Radio El Mundo with Eva Duarte , is said to have not liked her , but to have noted she was "" thoroughly dependable "".","Pablo Raccioppi , who jointly ran Radio El Mundo with Eva Duarte , is said to have not liked her , but to have",,0,note,noted,,that,"Pablo Raccioppi , who jointly ran Radio El Mundo with Eva Duarte , is said to have not liked her , but to have noted","Pablo Raccioppi , who jointly ran Radio El Mundo with Eva Duarte , is said to have not liked her , but to have noted she was "" thoroughly dependable "".",45.17148822546005,11.036650035530329
Fraser and Navarro write that Juan Perón and Eva left the gala together at around two in the morning.,Fraser and Navarro write Juan Perón and Eva left the gala together at around two in the morning.,Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write Juan Perón and Eva left the gala,86.5250244140625,9.695716857910156
Fraser and Navarro claim that Eva Duarte had no knowledge of or interest in politics prior to meeting Perón.,Fraser and Navarro claim Eva Duarte had no knowledge of or interest in politics prior to meeting Perón.,Fraser and Navarro,,0,claim,claim,,that,Fraser and Navarro claim,Fraser and Navarro claim Eva Duarte had no knowledge of or,55.41900470852852,9.385685920715332
"Juan Perón later claimed in his memoir that he purposefully selected Eva as his pupil , and set out to create in her a "" second I. "" Fraser and Navarro , however , suggest that Juan Perón allowed Eva Duarte such intimate exposure and knowledge of his inner circle because of his age : he was 48 and she was 24 when they met.","Juan Perón later claimed in his memoir that he purposefully selected Eva as his pupil , and set out to create in her a "" second I. "" Fraser and Navarro , however , suggest Juan Perón allowed Eva Duarte such intimate exposure and knowledge of his inner circle because of his age : he was 48 and she was 24 when they met.","Juan Perón later claimed in his memoir that he purposefully selected Eva as his pupil , and set out to create in her a "" second I. "" Fraser and Navarro , however ,",,0,suggest,suggest,,that,"Juan Perón later claimed in his memoir that he purposefully selected Eva as his pupil , and set out to create in her a "" second I. "" Fraser and Navarro , however , suggest","Juan Perón later claimed in his memoir that he purposefully selected Eva as his pupil , and set out to create in her a "" second I. "" Fraser and Navarro , however , suggest Juan Perón allowed Eva Duarte such intimate",70.02253514016047,7.7055864334106445
"Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely felt it was good politics to elect his mistress.","Fraser and Navarro speculate Juan Perón made the suggestion that performers create a union , and the other performers likely felt it was good politics to elect his mistress.",Fraser and Navarro,,0,speculate,speculate,,that,Fraser and Navarro speculate,Fraser and Navarro speculate Juan Perón made the suggestion that performers,73.42041730880737,12.089957237243652
"Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely felt it was good politics to elect his mistress.","Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely felt it was good politics to elect his mistress.","Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely",,0,feel,felt,,none,"Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely felt","Fraser and Navarro speculate that Juan Perón made the suggestion that performers create a union , and the other performers likely felt it was good politics to elect his",39.63525730371475,6.561695098876953
"When she spoke , Eva Duarte spoke in ordinary language as a regular woman who wanted listeners to believe what she herself believed about Juan Perón.","When she spoke , Eva Duarte spoke in ordinary language as a regular woman who wanted listeners to believe what she herself believed about Juan Perón.","When she spoke , Eva Duarte spoke in ordinary language as a regular woman who wanted listeners to",,0,believe,believe,,other,"When she spoke , Eva Duarte spoke in ordinary language as a regular woman who wanted listeners to believe","When she spoke , Eva Duarte spoke in ordinary language as a regular woman who wanted listeners to believe what she herself believed about Juan Perón.",54.756427735090256,4.6981377601623535
"Fraser and Navarro claim that , by this point , Perón was the most powerful man in the Argentine government.","Fraser and Navarro claim , by this point , Perón was the most powerful man in the Argentine government.",Fraser and Navarro,,0,claim,claim,,that,Fraser and Navarro claim,"Fraser and Navarro claim , by this point , Perón was",74.65439748764038,9.385685920715332
"On 9 October 1945 Juan Perón was arrested by his opponents within the government who feared that due to the strong support of the descamisados , the workers and the poor of the nation , Perón 's popularity might eclipse that of the sitting president.","On 9 October 1945 Juan Perón was arrested by his opponents within the government who feared due to the strong support of the descamisados , the workers and the poor of the nation , Perón 's popularity might eclipse that of the sitting president.",On 9 October 1945 Juan Perón was arrested by his opponents within the government who,,0,fear,feared,,that,On 9 October 1945 Juan Perón was arrested by his opponents within the government who feared,On 9 October 1945 Juan Perón was arrested by his opponents within the government who feared due to the strong support of the,32.49707341194153,8.362421035766602
Biographer Robert D. Crassweller claims that this moment was very powerful because it was very dramatic and recalled many important aspects of Argentine history.,Biographer Robert D. Crassweller claims this moment was very powerful because it was very dramatic and recalled many important aspects of Argentine history.,Biographer Robert D. Crassweller,,0,claim,claims,,that,Biographer Robert D. Crassweller claims,Biographer Robert D. Crassweller claims this moment was very powerful because it,44.3644734621048,10.265413284301758
Crassweller writes that Juan Perón enacted the role of a caudillo addressing his people in the tradition of Argentine leaders Rosas and Yrigoyen.,Crassweller writes Juan Perón enacted the role of a caudillo addressing his people in the tradition of Argentine leaders Rosas and Yrigoyen.,Crassweller,,0,write,writes,,that,Crassweller writes,Crassweller writes Juan Perón enacted the role of a,76.9243478178978,9.34267520904541
"Crassweller also claims that the evening contained "" mystic overtones "" of a "" quasi @-@ religious "" nature.","Crassweller also claims the evening contained "" mystic overtones "" of a "" quasi @-@ religious "" nature.",Crassweller also,,0,claim,claims,,that,Crassweller also claims,"Crassweller also claims the evening contained "" mystic overtones """,78.8323714574799,7.484530925750732
"Most historians , however , agree that this version of events is unlikely.","Most historians , however , agree this version of events is unlikely.","Most historians , however ,",,0,agree,agree,,that,"Most historians , however , agree","Most historians , however , agree this version of events is unlikely.",33.16310262680054,5.928918838500977
"She had no political clout with the various labor unions , and it is claimed that she was not well @-@ liked within Perón 's inner circle , nor was she liked by many within the film and radio business at this point.","She had no political clout with the various labor unions , and it is claimed she was not well @-@ liked within Perón 's inner circle , nor was she liked by many within the film and radio business at this point.","She had no political clout with the various labor unions , and it is",,0,claim,claimed,,that,"She had no political clout with the various labor unions , and it is claimed","She had no political clout with the various labor unions , and it is claimed she was not well @-@ liked within",84.66802954673767,9.568027794361115
Biographers Fraser and Navarro write that the tour had its genesis in an invitation the Spanish leader had extended to Juan Perón.,Biographers Fraser and Navarro write the tour had its genesis in an invitation the Spanish leader had extended to Juan Perón.,Biographers Fraser and Navarro,,0,write,write,,that,Biographers Fraser and Navarro write,Biographers Fraser and Navarro write the tour had its genesis in an,48.414086163043976,6.406438827514648
"Fraser and Navarro write that Argentina had only recently emerged from its "" wartime quarantine "" , thus taking its place in the United Nations and improving relations with the United States.","Fraser and Navarro write Argentina had only recently emerged from its "" wartime quarantine "" , thus taking its place in the United Nations and improving relations with the United States.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write Argentina had only recently emerged from its,51.19388270378113,9.695716857910156
"Fraser and Navarro write that Eva decided that , if Juan Perón would not accept Franco 's invitation for a state visit to Spain , then she would.","Fraser and Navarro write Eva decided that , if Juan Perón would not accept Franco 's invitation for a state visit to Spain , then she would.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,"Fraser and Navarro write Eva decided that , if Juan Perón",93.33942770957947,9.695716857910156
"Fraser and Navarro write that Eva decided that , if Juan Perón would not accept Franco 's invitation for a state visit to Spain , then she would.","Fraser and Navarro write that Eva decided , if Juan Perón would not accept Franco 's invitation for a state visit to Spain , then she would.",Fraser and Navarro write that Eva,,0,decide,decided,,that,Fraser and Navarro write that Eva decided,"Fraser and Navarro write that Eva decided , if Juan Perón would not accept",69.3132381439209,12.043659210205078
Advisors then decided that Eva should visit many European countries in addition to Spain.,Advisors then decided Eva should visit many European countries in addition to Spain.,Advisors then,,0,decide,decided,,that,Advisors then decided,Advisors then decided Eva should visit many European countries in,67.66674828529358,6.997760772705078
Francoist Spain had not recovered from the Spanish Civil War ( the autarkic economy and the UN embargo meant that the country could not feed its people ).,Francoist Spain had not recovered from the Spanish Civil War ( the autarkic economy and the UN embargo meant the country could not feed its people ).,Francoist Spain had not recovered from the Spanish Civil War ( the autarkic economy and the UN embargo,,0,mean,meant,,that,Francoist Spain had not recovered from the Spanish Civil War ( the autarkic economy and the UN embargo meant,Francoist Spain had not recovered from the Spanish Civil War ( the autarkic economy and the UN embargo meant the country could not feed its people,24.066322714090347,8.250825881958008
"Fraser and Navarro wrote that Eva regarded the royal family 's refusal to meet her as a snub , and canceled the trip to the United Kingdom.","Fraser and Navarro wrote Eva regarded the royal family 's refusal to meet her as a snub , and canceled the trip to the United Kingdom.",Fraser and Navarro,,0,write,wrote,,that,Fraser and Navarro wrote,Fraser and Navarro wrote Eva regarded the royal family 's refusal,83.49670028686523,8.908239364624023
Members of the Peronist opposition speculated that the true purpose of the European tour was to deposit funds in a Swiss bank account.,Members of the Peronist opposition speculated the true purpose of the European tour was to deposit funds in a Swiss bank account.,Members of the Peronist opposition,,0,speculate,speculated,,that,Members of the Peronist opposition speculated,Members of the Peronist opposition speculated the true purpose of the European tour,44.22885671257973,17.248695373535156
") However , the 1947 cover story was also the first publication to mention that Eva had been born out of wedlock.",") However , the 1947 cover story was also the first publication to mention Eva had been born out of wedlock.",") However , the 1947 cover story was also the first publication to",,0,mention,mention,,that,") However , the 1947 cover story was also the first publication to mention",") However , the 1947 cover story was also the first publication to mention Eva had been born out of wedlock.",43.50716274511069,4.848515033721924
"Fraser and Navarro write that at one point the Sociedad had been an enlightened institution , caring for orphans and homeless women , but that those days had long since passed by the time of the first term of Juan Perón.","Fraser and Navarro write at one point the Sociedad had been an enlightened institution , caring for orphans and homeless women , but that those days had long since passed by the time of the first term of Juan Perón.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write at one point the Sociedad had been,61.756676494609565,9.695716857910156
"Fraser and Navarro write that the ladies of the Sociedad were afraid that Evita would set a bad example for the orphans , therefore the society ladies did not extend to Evita the position of president of their organization.","Fraser and Navarro write the ladies of the Sociedad were afraid that Evita would set a bad example for the orphans , therefore the society ladies did not extend to Evita the position of president of their organization.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write the ladies of the Sociedad were afraid,72.05038665235043,9.695716857910156
It has often been said that Evita had the government funding for the Sociedad cut off in retaliation.,It has often been said Evita had the government funding for the Sociedad cut off in retaliation.,It has often been,,0,say,said,,that,It has often been said,It has often been said Evita had the government funding for the,69.88651776313782,1.6537561416625977
"Fraser and Navarro suggest that this version of events is in dispute , but that the government funding that had previously supported the Sociedad now went to support Evita 's own foundation.","Fraser and Navarro suggest this version of events is in dispute , but that the government funding that had previously supported the Sociedad now went to support Evita 's own foundation.",Fraser and Navarro,,0,suggest,suggest,,that,Fraser and Navarro suggest,Fraser and Navarro suggest this version of events is in dispute,46.603342056274414,9.81778335571289
